plant_ID,plant_stems,plant_fruit,plant_flowers,focal_fruit,focal_flowers,location,sampling_date,processing_date,flower_ID,base,corolla,face,cap,top,chin,larvae,thrips,weevil,bronze,aphid,caterpillar,other,colour,total_insects,total_damage
Z2049,1,9,3,9,3,diagonal_road,04.07.2019,04.07.2019,top,1,0,1,0,0,0,0,<5,0,0,0,0,0,yellow,0,2
Z2049,1,9,3,9,3,diagonal_road,04.07.2019,04.07.2019,bottom,1,0,0,1,0,0,0,<5,0,0,0,0,0,yellow,0,2
Z0376,7,41,5,0,2,diagonal_road,04.07.2019,04.07.2019,bottom,0,0,0,1,0,0,1,>5,0,0,0,0,0,yellow,1,1
Z0376,7,41,5,0,2,diagonal_road,04.07.2019,04.07.2019,top,1,0,0,0,0,0,0,<5,0,0,0,0,0,yellow,0,1
Z1515,6,41,103,1,4,diagonal_road,04.07.2019,04.07.2019,bottom,1,1,0,0,0,0,0,<5,0,0,0,0,0,yellow,0,2
Z1515,6,41,103,1,4,diagonal_road,04.07.2019,04.07.2019,top,1,1,0,0,0,0,0,>5,0,0,0,0,0,yellow,0,2
Z1503,6,30,8,5,2,diagonal_road,04.07.2019,04.07.2019,top,1,1,0,0,0,0,2,<5,0,0,0,0,0,yellow,2,2
Z1503,6,30,8,5,2,diagonal_road,04.07.2019,04.07.2019,bottom,1,1,0,0,0,0,0,<5,0,0,0,0,0,yellow,0,2
Z1660,4,5,11,0,2,diagonal_road,04.07.2019,04.07.2019,bottom,1,0,0,0,0,0,0,>5,0,0,0,0,0,yellow,0,1
Z1660,4,5,11,0,2,diagonal_road,04.07.2019,04.07.2019,top,1,0,0,1,0,0,0,0,0,0,0,0,0,yellow,0,2
Z0117,7,57,7,0,2,diagonal_road,04.07.2019,04.07.2019,bottom,0,0,0,0,0,0,0,>5,1,0,0,0,0,yellow,1,0
Z0117,7,57,7,0,2,diagonal_road,04.07.2019,04.07.2019,top,0,0,0,0,0,0,0,0,0,0,0,0,0,yellow,0,0
Z1648,4,20,4,0,3,diagonal_road,04.07.2019,04.07.2019,top,0,0,0,0,0,0,0,>5,0,0,0,0,0,yellow,0,0
Z1648,4,20,4,0,3,diagonal_road,04.07.2019,04.07.2019,bottom,0,0,0,0,0,0,0,>5,0,0,0,0,0,yellow,0,0
Z1642,3,12,6,11,3,diagonal_road,04.07.2019,04.07.2019,bottom,0,0,0,0,0,0,2,>5,0,0,2,0,0,yellow,4,0
Z1642,3,12,6,11,3,diagonal_road,04.07.2019,04.07.2019,top,0,1,0,0,0,0,3,>5,0,0,0,0,0,yellow,3,1
Z2319,1,1,17,0,5,diagonal_road,04.07.2019,04.07.2019,bottom,1,0,0,0,0,0,0,>5,2,0,0,0,0,yellow,2,1
Z2319,1,1,17,0,5,diagonal_road,04.07.2019,04.07.2019,top,0,1,0,0,0,0,0,>5,0,0,0,0,0,yellow,0,1
